lga,Borehole,Don't_Know,Handpump,Overhead_Tank,Rainwater_Harvesting_System,Tap,Unimproved,Unimproved_Large_Diameter_Well,Unimproved_Rainwater_Harvesting_System,Unimproved_Well,Unprotected_Spring,Untreated_Surface_Water,Average_Nighttime_mean,AREA,Latitude,Longitude,PERIMETER,Population,geometry,GROUPED_STATE,state_centroid,Distance_to_Center,pop_density,safe_water,unsafe_water,safe_ratio,unsafe_ratio,water_diversity,climate_stress,accessibility,compactness,Solar_Tier,Solar_Tier_Label,Cluster,Priority_Index,Recommendations,State_Allocation
kano shanono,49,0,0,0,0,64,0,0,0,83,0,2,0.015074542,626.404,12.06729684,7.940861297,126.97,157862.9711,POINT (7.940861297 12.06729684),Kano,POINT (8.485455561340912 11.84524620772727),0.588123623,252.0146281,113,85,0.000715811,0.000538442,4,5.98E-05,0.000938889,25.7363952,0.389252949,Medium,2,0.353394112,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",5.940646812
kano sumaila,0,0,76,21,0,6,14,0,0,0,0,0,-0.003590599,1190.879,11.31154184,8.870888222,157.924,371164.5493,POINT (8.870888222 11.31154184),Kano,POINT (8.485455561340912 11.84524620772727),0.658330227,311.6727638,27,14,7.27E-05,3.77E-05,3,-1.15E-05,0.00055281,20.94250531,0.251900393,Low,1,0.024780365,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",5.940646812
kano takai,3,1,76,0,0,28,0,1,0,0,0,0,0.017228475,786.059,11.46715012,9.143514153,137.931,275061.9215,POINT (9.143514153 11.46715012),Kano,POINT (8.485455561340912 11.84524620772727),0.758945164,349.9252874,31,1,0.000112702,3.64E-06,3,4.92E-05,0.000965507,24.20296792,0.436435125,Medium,1,0.361123607,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",5.940646812
kano tarauni,24,1,0,0,0,45,0,0,0,8,0,0,1.451075095,107.371,11.95497908,8.528279622,50.841,295562.1899,POINT (8.528279622 11.95497908),Kano,POINT (8.485455561340912 11.84524620772727),0.117793053,2752.718983,69,8,0.000233453,2.71E-05,3,0.000527142,0.001097066,24.07360722,0.955963303,High,0,0.898869418,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",5.940646812
kano tofa,94,1,0,0,0,89,0,0,0,34,0,0,0.189094947,203.698,11.99572703,8.310674703,66.71,123758.0173,POINT (8.310674703 11.99572703),Kano,POINT (8.485455561340912 11.84524620772727),0.2306357,607.5563692,183,34,0.001478692,0.00027473,3,0.000311239,0.001132243,21.84716639,0.734469201,High,2,0.71782737,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",5.940646812
kano tsanyawa,102,1,0,0,0,127,8,0,0,75,0,2,0.004250644,412.742,12.25019054,7.99336752,87.777,169730.1318,POINT (7.99336752 12.25019054),Kano,POINT (8.485455561340912 11.84524620772727),0.63728373,411.2257338,229,85,0.001349201,0.000500795,5,1.03E-05,0.001544024,18.66735571,0.383748362,Medium,2,0.366223498,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",5.940646812
kano tudun wada,102,0,0,0,0,25,0,0,0,114,0,1,0.011051979,1132.51,11.25111607,8.556984468,226.083,278653.9702,POINT (8.556984468 11.25111607),Kano,POINT (8.485455561340912 11.84524620772727),0.598420425,246.0498982,127,115,0.000455762,0.000412698,4,4.49E-05,0.000528402,45.13295502,0.3672346,Medium,1,0.352676842,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",5.940646812
kano ungogo,78,1,0,0,0,18,0,0,0,20,0,0,1.451075095,187.442,12.04681019,8.504618378,76.109,427405.9482,POINT (8.504618378 12.04681019),Kano,POINT (8.485455561340912 11.84524620772727),0.202472844,2280.203733,96,20,0.000224611,4.68E-05,3,0.00063638,0.001080189,30.90331879,0.946002621,High,0,0.860391126,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",5.940646812
kano warawa,0,0,69,13,0,19,14,0,0,0,0,0,0.399647855,345.302,11.89882564,8.728475188,86.974,194546.6469,POINT (8.728475188 11.89882564),Kano,POINT (8.485455561340912 11.84524620772727),0.248855971,563.4101363,32,14,0.000164485,7.20E-05,3,0.000709337,0.000720691,21.90684293,0.772739187,High,1,0.717616731,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",5.940646812
kano wudil,79,0,0,0,0,34,0,0,0,53,1,0,0.03147369,335.617,11.74145421,8.838378481,105.949,214437.4466,POINT (8.838378481 11.74145421),Kano,POINT (8.485455561340912 11.84524620772727),0.36786868,638.9349961,113,54,0.00052696,0.000251822,4,4.93E-05,0.001096097,33.44643031,0.570904325,Medium,1,0.385438252,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",5.940646812
katsina bakori,102,3,0,0,0,41,1,0,0,114,1,2,0.065894657,669.028,11.60713461,7.434801111,136.59,343485.3825,POINT (7.434801111 11.60713461),Katsina,POINT (7.7053718385000005 12.422787029999999),0.859358708,513.409577,143,118,0.00041632,0.000343537,6,0.000128347,0.001284488,27.88646828,0.619921363,Medium,2,0.375728287,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina batagarawa,45,0,0,0,0,127,0,0,0,80,0,0,0.197064379,442.871,12.46513378,7.566188666,156.647,282857.8007,POINT (7.566188666 12.88516262),Katsina,POINT (7.7053718385000005 12.422787029999999),0.482869694,638.691178,172,80,0.000608079,0.000282828,3,0.000308544,0.001090317,55.40729153,0.74102228,High,1,0.720409892,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina batsari,2,1,0,0,0,106,8,0,0,68,0,2,0.003616707,1072.743,12.46513378,7.244708626,163.425,295853.2455,POINT (7.244708626 12.77216625),Katsina,POINT (7.7053718385000005 12.422787029999999),0.578166442,275.791355,108,78,0.000365046,0.000263644,5,1.31E-05,0.000538961,24.89667201,0.323197903,Low,1,0.022156026,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina baure,12,2,0,0,0,127,0,0,0,71,0,0,-0.000779,735.83,12.46513378,8.755763971,123.193,282913.3943,POINT (8.755763971 12.78769183),Katsina,POINT (7.7053718385000005 12.422787029999999),1.111970838,384.4820058,139,71,0.000491316,0.00025096,3,-2.03E-06,0.001511179,20.62502922,0.320838794,Low,1,0.031092245,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina bindawa,2,11,0,0,0,122,0,0,0,14,0,1,0.017816314,393.549,12.46513378,7.85298859,110.336,270062.0589,POINT (7.85298859 12.7089658),Katsina,POINT (7.7053718385000005 12.422787029999999),0.322007754,686.2221957,124,15,0.000459154,5.55E-05,4,2.60E-05,0.000818215,30.93396984,0.5163827,Medium,1,0.389047508,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina charanchi,46,0,0,0,0,55,0,0,0,36,0,2,0.018098035,464.027,12.46513378,7.673961032,108.887,217790.0756,POINT (7.673961032 12.59488242),Katsina,POINT (7.7053718385000005 12.422787029999999),0.174938452,469.3478517,101,38,0.000463749,0.00017448,4,3.86E-05,0.000377001,25.55105364,0.482044561,Medium,1,0.371119188,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina dan musa,0,0,76,22,0,6,14,0,0,0,0,0,0.055823364,428.777,11.38757556,7.201173148,94.646,195180.2562,POINT (7.201173148 11.38757556),Katsina,POINT (7.7053718385000005 12.422787029999999),1.15146824,455.2022525,28,14,0.000143457,7.17E-05,3,0.000122634,0.002685471,20.8916647,0.587942333,Medium,1,0.370631883,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina dandume,0,0,60,22,0,26,14,0,0,0,0,0,0.047447849,466.281,11.38601676,7.564673086,121.701,193836.3891,POINT (7.564673086 11.38601676),Katsina,POINT (7.7053718385000005 12.422787029999999),1.046273737,415.7072433,48,14,0.000247632,7.22E-05,3,0.000114138,0.00224387,31.764394,0.566186107,Medium,1,0.367254944,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina danja,43,11,0,0,0,91,1,0,0,103,1,1,-0.003590599,794.96,12.20703584,7.334250498,124.908,208161.8005,POINT (7.334250498 12.20703584),Katsina,POINT (7.7053718385000005 12.422787029999999),0.429278028,261.8519177,134,106,0.00064373,0.000509219,6,-1.37E-05,0.00054,19.62615536,0.231454784,Low,2,0.020911159,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina daura,30,1,0,0,0,24,0,0,0,46,0,0,0.093119864,314.929,12.46513378,8.242109483,74.735,128285.2161,POINT (8.242109483 12.98523917),Katsina,POINT (7.7053718385000005 12.422787029999999),0.777457207,407.3464689,54,46,0.000420937,0.000358576,3,0.000228601,0.002468675,17.73517277,0.630144168,Medium,1,0.367785663,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina dutsi,24,1,0,0,0,10,0,0,0,32,0,0,0.019073758,288.665,12.46513378,8.136302841,83.753,107271.9371,POINT (8.136302841 12.90263359),Katsina,POINT (7.7053718385000005 12.422787029999999),0.644945153,371.6139369,34,32,0.000316951,0.000298307,3,5.13E-05,0.002234234,24.30001908,0.453997379,Medium,1,0.363150899,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina dutsin ma,68,0,0,0,0,48,0,0,0,89,0,0,0.050037596,546.871,12.42948478,7.519051515,119.138,306901.7631,POINT (7.519051515 12.42948478),Katsina,POINT (7.7053718385000005 12.422787029999999),0.186440668,561.1959001,116,89,0.000377971,0.000289995,3,8.92E-05,0.000340923,25.95468226,0.603931848,Medium,1,0.379330006,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina faskari,102,5,0,0,0,9,1,0,0,114,0,2,0.02589991,1701.466,11.65618052,7.099663724,198.124,284888.0698,POINT (7.099663724 11.65618052),Katsina,POINT (7.7053718385000005 12.422787029999999),0.977019888,167.4368279,111,117,0.000389627,0.000410688,5,0.000154685,0.000574222,23.07017559,0.391612058,Medium,1,0.347102908,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina funtua,83,1,0,0,0,111,0,0,0,114,0,0,0.293841279,482.248,11.44281905,7.305979028,113.663,390558.0188,POINT (7.305979028 11.44281905),Katsina,POINT (7.7053718385000005 12.422787029999999),1.058230532,809.8696496,194,114,0.000496725,0.00029189,3,0.000362825,0.00219437,26.78969652,0.784796855,High,1,0.735212041,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina ingawa,0,0,76,22,0,7,14,0,0,0,0,0,0.012488506,765.692,12.46513378,8.068530894,159.374,208269.0558,POINT (8.068530894 12.60708302),Katsina,POINT (7.7053718385000005 12.422787029999999),0.407246254,272.0010863,29,14,0.000139243,6.72E-05,3,4.59E-05,0.000531867,33.17270113,0.390039318,Medium,1,0.354624507,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina jibia,79,10,0,0,0,41,1,0,0,13,0,1,0.015283572,1099.06,12.46513378,7.296388293,209.112,255795.794,POINT (7.296388293 12.9855642),Katsina,POINT (7.7053718385000005 12.422787029999999),0.695690796,232.7405183,120,15,0.000469124,5.86E-05,5,6.57E-05,0.000632987,39.78657084,0.382699869,Medium,1,0.351517518,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina kafur,8,11,0,0,0,72,0,0,0,49,0,0,0.010714262,1031.357,11.63658122,7.70052059,158.518,330098.0645,POINT (7.70052059 11.63658122),Katsina,POINT (7.7053718385000005 12.422787029999999),0.786220777,320.061884,80,49,0.000242352,0.000148441,3,3.35E-05,0.000762317,24.36397516,0.394495413,Medium,1,0.358581559,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina kaita,53,7,76,0,0,56,6,1,0,0,0,0,0.020997998,972.081,12.46513378,7.723243228,137.735,252803.7792,POINT (7.723243228 13.16246705),Katsina,POINT (7.7053718385000005 12.422787029999999),0.739895884,260.0645205,109,7,0.000431164,2.77E-05,4,8.07E-05,0.000761146,19.51579161,0.420445609,Medium,1,0.353916895,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina kankara,82,11,0,0,0,56,0,0,0,114,0,0,0.009294814,1435.922,11.95409475,7.371022176,210.868,353637.3234,POINT (7.371022176 11.95409475),Katsina,POINT (7.7053718385000005 12.422787029999999),0.575727496,246.2789228,138,114,0.00039023,0.000322364,3,3.77E-05,0.000400946,30.96638496,0.353866317,Medium,1,0.352570752,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina kankia,102,1,0,0,0,53,2,0,0,35,0,1,0.029921676,853.836,12.43209444,7.790752228,146.346,200213.4404,POINT (7.790752228 12.43209444),Katsina,POINT (7.7053718385000005 12.422787029999999),0.085886197,234.486998,155,38,0.000774174,0.000189797,5,0.000127605,0.000100589,25.08344895,0.45163827,Medium,2,0.352312828,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina katsina,93,7,0,0,0,91,0,0,0,34,0,0,1.451075095,145.475,12.46513378,7.611729149,50.841,427405.9482,POINT (7.611729149 13.00103211),Katsina,POINT (7.7053718385000005 12.422787029999999),0.585778393,2938.002737,184,34,0.000430504,7.95E-05,3,0.000493898,0.00402666,17.76805142,0.959633028,High,0,0.914084713,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina kurfi,102,0,0,0,0,6,3,0,0,114,1,2,0.011347405,558.026,12.46513378,7.488803906,132.697,178314.8615,POINT (7.488803906 12.68434974),Katsina,POINT (7.7053718385000005 12.422787029999999),0.339583157,319.5457945,108,120,0.00060567,0.000672967,6,3.55E-05,0.000608544,31.55497021,0.401834862,Medium,2,0.358905842,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina kusada,88,0,0,0,0,6,2,0,0,24,0,1,0.008040642,399.347,12.44139852,7.978341385,85.685,115261.2444,POINT (7.978341385 12.44139852),Katsina,POINT (7.7053718385000005 12.422787029999999),0.273603291,288.6242902,94,27,0.000815539,0.00023425,5,2.79E-05,0.000685127,18.38481127,0.361730013,Medium,2,0.355960774,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina mai adua,102,1,0,0,0,6,0,0,0,114,0,2,0.045216173,576.688,12.46513378,8.207989388,122.765,170186.8688,POINT (8.207989388 13.14458383),Katsina,POINT (7.7053718385000005 12.422787029999999),0.879553876,295.1108204,108,116,0.000634597,0.000681604,4,0.000153218,0.001525182,26.13414051,0.513237221,Medium,2,0.357938108,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina malumfashi,102,11,0,0,0,52,1,0,0,114,0,0,0.036815769,662.153,11.83908055,7.65752298,133.543,380846.0196,POINT (7.65752298 11.83908055),Katsina,POINT (7.7053718385000005 12.422787029999999),0.585664382,575.1631717,154,115,0.000404363,0.000301959,4,6.40E-05,0.000884485,26.9329488,0.573263434,Medium,1,0.38027677,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina mani,97,3,0,0,0,35,0,0,0,114,1,2,0.021456909,775.836,12.46513378,7.922192836,159.483,309711.905,POINT (7.922192836 12.88463851),Katsina,POINT (7.7053718385000005 12.422787029999999),0.510213813,399.1976462,132,117,0.000426203,0.00037777,5,5.38E-05,0.000657631,32.78376782,0.478112713,Medium,1,0.365530617,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina mashi,55,2,55,0,0,64,14,1,0,0,0,0,0.02405384,910.661,12.46513378,7.983345225,141.039,308926.5094,POINT (7.983345225 13.12406113),Katsina,POINT (7.7053718385000005 12.422787029999999),0.754357055,339.2332706,119,15,0.000385205,4.86E-05,4,7.09E-05,0.000828362,21.84347361,0.469986894,Medium,1,0.360456764,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina matazu,102,0,0,0,0,97,1,0,0,26,0,0,0.001318548,517.26,12.24530625,7.627552973,93.649,158285.2705,POINT (7.627552973 12.24530625),Katsina,POINT (7.7053718385000005 12.422787029999999),0.193791649,306.0071734,199,27,0.001257224,0.000170578,4,4.31E-06,0.00037465,16.95498434,0.315858453,Low,2,0.024539001,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina musawa,15,2,76,0,0,51,14,1,0,0,0,0,0.00265241,862.701,12.07253995,7.695137791,167.405,178815.7823,POINT (7.695137791 12.07253995),Katsina,POINT (7.7053718385000005 12.422787029999999),0.350396565,207.2743422,66,15,0.000369095,8.39E-05,4,1.28E-05,0.000406162,32.48452711,0.284141547,Low,1,0.016308361,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina rimi,82,0,0,0,0,117,0,0,0,109,1,2,0.065169558,473.409,12.46513378,7.694783671,117.871,303304.7314,POINT (7.694783671 12.82160096),Katsina,POINT (7.7053718385000005 12.422787029999999),0.398954459,640.6822249,199,112,0.000656106,0.000369266,5,0.000101719,0.000842727,29.34792672,0.638269987,Medium,2,0.386138486,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina sabuwa,71,3,0,0,0,32,1,0,0,77,1,1,0.01968112,665.734,11.28418074,7.093503468,131.035,146364.4222,POINT (7.093503468 11.28418074),Katsina,POINT (7.7053718385000005 12.422787029999999),1.29259707,219.8542093,103,80,0.000703723,0.000546581,6,8.95E-05,0.001941612,25.79133892,0.398689384,Medium,2,0.350981816,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina safana,36,4,0,0,0,52,0,0,0,35,0,1,-0.003590599,1353.244,12.46513378,7.260129069,157.759,233431.1054,POINT (7.260129069 12.46986042),Katsina,POINT (7.7053718385000005 12.422787029999999),0.447724277,172.497425,88,36,0.000376985,0.000154221,4,-2.08E-05,0.000330853,18.39128944,0.180602883,Low,1,0.013144177,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina sandamu,35,3,0,0,0,90,0,0,0,33,0,0,0.01459833,287.807,12.46513378,8.348610372,77.109,103430.8879,POINT (8.348610372 12.89188358),Katsina,POINT (7.7053718385000005 12.422787029999999),0.796120207,359.3758592,125,33,0.001208536,0.000319054,3,4.06E-05,0.00276616,20.65897591,0.427785059,Medium,2,0.36204494,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
katsina zango,0,0,59,22,0,7,14,0,0,0,0,0,0.007667652,648.034,12.46513378,8.530927568,112.034,164024.6486,POINT (8.530927568 12.93936925),Katsina,POINT (7.7053718385000005 12.422787029999999),0.973858025,253.1111772,29,14,0.000176803,8.54E-05,3,3.03E-05,0.001502788,19.3687633,0.345740498,Medium,1,0.352916388,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.920384213
